ID_ESPACIO,ID_EDIFICIO,ID_UTC,ID_CENTRO,ID_CC,ID_SOROLLA,TIPO_DE_USO,LARGO,ANCHO,DIAGONAL,SUPERFICIE,ALTURA_MAXIMA,ALTURA_MEDIA,VOLUMEN,FALSO_TECHO,NMRO_VENTANAS,PERSIANAS_EXT,ORIENTACION_PRAL,ILUMINACION_ART,NMRO_PUNTOS_LUZ,NMRO_PUNTOS_AGUA,NMRO_PUNTOS_GAS,VITRINAS_RIESGO_BIOLOGICO,VITRINAS_RIESGO_QUIMICO,NMRO_VITRINAS_RB,NMRO_VITRINAS_RQ,PTOS_EXTRACCION_LOCALIZADA,NMRO_PTOS_EXT_LOCALIZ,TIPO_CALEFACCION,TIPO_CLIMATIZACION,ROSETAS_VOZ,ROSETAS_DATOS,CAÑON_FIJO,PANTALLA_PROYECTOR,EQUIPO_DE_SONIDO,TV,VIDEO,DVD,FOTOCOPIADORAS,IMPRESORAS,ORDENADORES,FAXES,TELEFONOS,PIZARRA,NMRO_PLAZAS,CAD_ASOCIADO,OBSERVACIONES,EXTINTORES_DE_POLVO,EXTINTORES_DE_CO2,NMRO_EXTINTORES_POLVO,NMRO_EXTINTORES_CO2,BIES,NMRO_BIES,TIPO_BIES,COLUMNA_SECA,GRUPO_DE_PRESION_INCENDIOS,DETECCION_DE_INCENDIOS,PROTECCION_POR_ROCIADORES,ILUMINACION_DE_EMERGENCIA,POTENCIA_ELECTRICA_INSTALADAW,RESERVABLE
"CRE.1065.01.C90","CRE.1065.","01.C90","C5 1 4",,1695,31,0.00000000,0.00000000,0.00000000,59.49000000,2.500,2.500,148.72500000,1,0,1,2,3,12,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,1,1,0,0,0,1,0,,,1,0,2,0,1,2,2,0,0,1,0,1,0,0
"CRE.1065.01.D00","CRE.1065.","01.D00","C5 1 5",,1393,47,0.00000000,0.00000000,0.00000000,47.11000000,2.540,2.540,119.65900000,1,4,3,7,5,4,0,0,0,0,0,0,0,0,1,4,,,0,0,0,0,0,0,0,1,3,1,2,1,2,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.01.D10","CRE.1065.","01.D10","C5 1 5",,1392,17,0.00000000,0.00000000,0.00000000,22.55000000,2.540,2.540,57.27700000,1,3,3,7,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,1,2,0,1,1,2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.01.D20","CRE.1065.","01.D20","C5 1 7",,1692,17,0.00000000,0.00000000,0.00000000,22.33000000,2.540,2.540,56.71800000,1,3,3,7,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.01.D30","CRE.1065.","01.D30","C5 1 8",,1617,17,0.00000000,0.00000000,0.00000000,45.66000000,2.540,2.540,115.97600000,1,6,3,7,5,6,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,4,0,4,1,4,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.01.D40","CRE.1065.","01.D40","C5 1 9",,2037,17,0.00000000,0.00000000,0.00000000,22.61000000,2.540,2.540,57.42900000,1,3,3,7,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,1,2,0,1,1,1,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.01.D50","CRE.1065.","01.D50","C5 1 10",,1974,17,0.00000000,0.00000000,0.00000000,21.50000000,2.540,2.540,54.61000000,1,3,3,7,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,1,1,0,1,1,1,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.01.D60","CRE.1065.","01.D60","C5 1 11",,1978,48,0.00000000,0.00000000,0.00000000,27.75000000,2.540,2.540,70.48500000,1,6,1,2,5,2,0,0,0,0,0,0,0,0,6,3,,,0,1,0,0,0,0,0,0,0,0,0,3,16,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.01.D70","CRE.1065.","01.D70","ARCHIVO C5 1 12",,1916,45,0.00000000,0.00000000,0.00000000,27.00000000,2.600,2.600,70.20000000,1,0,1,2,5,4,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,1,3,0,1,1,4,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.01.D80","CRE.1065.","01.D80","ARCHIVO C5 1 14",,1975,3,0.00000000,0.00000000,0.00000000,20.00000000,2.600,2.600,52.00000000,1,0,1,2,5,2,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.01.D85","CRE.1065.","01.D85","ARCHIVO C5 1 13",,1693,4,0.00000000,0.00000000,0.00000000,27.00000000,2.600,2.600,70.20000000,1,0,1,2,5,4,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,2,0,0,1,0,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.01.E00","CRE.1065.","01.E00","PASILLO",,0,31,0.00000000,0.00000000,0.00000000,59.37000000,2.500,2.500,148.42500000,1,0,1,2,3,5,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,0,1,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.01.E10","CRE.1065.","01.E10","DESPACHO C5 1 15",,2041,17,0.00000000,0.00000000,0.00000000,20.00000000,2.400,2.400,48.00000000,1,0,2,3,5,3,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,2,0,1,1,2,,,0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.01.E20","CRE.1065.","01.E20","C5 1 16",,2043,17,0.00000000,0.00000000,0.00000000,15.37000000,2.500,2.500,38.42500000,1,3,3,5,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,1,3,0,1,1,2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.01.E30","CRE.1065.","01.E30","C5 1 17",,2040,17,0.00000000,0.00000000,0.00000000,15.37000000,2.500,2.500,38.42500000,1,3,3,5,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,1,2,0,1,1,1,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.01.E40","CRE.1065.","01.E40","C5 1 18",,1977,17,0.00000000,0.00000000,0.00000000,15.29000000,2.500,2.500,38.22500000,1,2,3,5,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,1,0,1,1,1,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.01.E50","CRE.1065.","01.E50","DESPACHO C5 1 19",,1976,17,0.00000000,0.00000000,0.00000000,15.00000000,2.400,2.400,36.00000000,1,3,3,5,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,1,0,1,1,2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.01.E60","CRE.1065.","01.E60","C5 1 20",,2039,17,0.00000000,0.00000000,0.00000000,15.26000000,2.500,2.500,38.15000000,1,2,3,5,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,2,0,1,5,1,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.01.E70","CRE.1065.","01.E70","DESPACHO C5 1 19",,1694,17,0.00000000,0.00000000,0.00000000,15.00000000,2.400,2.400,36.00000000,1,2,3,5,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,2,0,1,1,2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.01.E80","CRE.1065.","01.E80","C5 1 22",,2042,17,0.00000000,0.00000000,0.00000000,15.13000000,2.400,2.400,36.31200000,1,2,3,5,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,2,0,1,1,1,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.01.E90","CRE.1065.","01.E90","C5 1 23",,2038,52,0.00000000,0.00000000,0.00000000,29.70000000,2.400,2.400,71.28000000,1,4,3,5,5,4,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,2,5,0,0,5,3,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.01.F00","CRE.1065.","01.F00","CUARTO CLIMATIZACION ALMACEN C5 1 24",,0,36,0.00000000,0.00000000,0.00000000,34.00000000,2.600,2.600,88.40000000,1,0,1,2,5,2,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.010","CRE.1065.","02.010","PASILLO",,0,31,0.00000000,0.00000000,0.00000000,703.96000000,2.890,2.890,2034.44400000,1,6,1,2,6,136,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,0,0,3,0,,,1,0,8,0,1,6,2,0,0,1,0,1,0,0
"CRE.1065.02.020","CRE.1065.","02.020","AULA 26",,0,6,13.59000000,9.48000000,0.00000000,127.58000000,2.850,2.850,363.60300000,1,12,3,7,5,20,0,0,0,0,0,0,0,0,6,3,,,1,2,0,0,0,0,0,0,0,0,0,3,121,,,0,0,0,0,0,0,3,0,0,1,0,0,0,0
"CRE.1065.02.030","CRE.1065.","02.030","AULA 25",,0,6,13.59000000,9.48000000,0.00000000,128.87000000,2.850,2.850,367.28000000,1,12,3,7,5,20,0,0,0,0,0,0,0,0,6,3,,,1,2,0,0,0,0,0,0,0,0,0,3,121,,,0,0,0,0,0,0,3,0,0,1,0,0,0,0
"CRE.1065.02.040","CRE.1065.","02.040","AULA 24",,0,6,9.94000000,9.46000000,0.00000000,94.00000000,2.850,2.850,267.90000000,1,9,3,7,5,23,0,0,0,0,0,0,0,0,6,3,,,1,2,0,0,0,0,0,0,0,0,0,3,85,,,0,0,0,0,0,0,3,0,0,1,0,0,0,0
"CRE.1065.02.050","CRE.1065.","02.050","AULA 23",,0,6,0.00000000,0.00000000,0.00000000,93.60000000,2.850,2.850,266.76000000,1,9,3,7,5,20,0,0,0,0,0,0,0,0,6,3,,,1,2,0,0,0,0,0,0,0,0,0,3,85,,,0,0,0,0,0,0,3,0,0,1,0,0,0,0
"CRE.1065.02.060","CRE.1065.","02.060","AULA 22",,0,6,0.00000000,0.00000000,0.00000000,128.51000000,2.850,2.850,366.25400000,1,12,3,7,5,32,0,0,0,0,0,0,0,0,6,3,,,1,2,0,0,0,0,0,0,0,0,0,3,121,,,0,0,0,0,0,0,3,0,0,1,0,1,0,0
"CRE.1065.02.070","CRE.1065.","02.070","AULA 21",,0,16,0.00000000,0.00000000,0.00000000,120.16000000,2.850,2.850,342.45600000,1,12,3,7,5,32,0,0,0,0,0,0,0,0,6,3,,,1,1,0,0,0,0,0,0,0,0,0,3,121,,,0,0,0,0,0,0,3,0,0,1,0,1,0,0
"CRE.1065.02.080","CRE.1065.","02.080","AULA_20B",,1762,6,0.00000000,0.00000000,0.00000000,134.40000000,2.600,2.600,349.44000000,1,12,3,5,5,32,0,0,0,0,0,0,0,0,6,3,,,1,1,0,0,0,0,0,0,0,0,0,3,132,,,1,0,1,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.02.090","CRE.1065.","02.090","AULA_20",,0,6,0.00000000,0.00000000,0.00000000,134.40000000,2.600,2.600,349.44000000,1,12,3,5,5,32,0,0,0,0,0,0,0,0,6,3,,,1,1,0,0,0,0,0,0,0,0,0,3,132,,,1,0,1,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.02.100","CRE.1065.","02.100","PASILLO",,0,31,0.00000000,0.00000000,0.00000000,85.00000000,2.500,2.500,212.50000000,1,30,3,6,5,30,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.02.110","CRE.1065.","02.110","BAÑO",,0,7,0.00000000,0.00000000,0.00000000,14.53000000,2.370,2.370,34.43600000,1,0,1,2,5,3,4,0,0,0,0,0,0,0,4,3,,,1,1,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.02.120","CRE.1065.","02.120","BAÑOS ",,0,7,0.00000000,0.00000000,0.00000000,43.30000000,2.370,2.370,102.62100000,1,0,1,2,5,11,24,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.130","CRE.1065.","02.130","PASILLO ",,0,31,0.00000000,0.00000000,0.00000000,4.74000000,2.370,2.370,11.23400000,1,0,1,2,5,1,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.140","CRE.1065.","02.140","PASILLO",,0,31,0.00000000,0.00000000,0.00000000,4.76000000,2.370,2.370,11.28100000,1,0,1,2,1,1,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.150","CRE.1065.","02.150","CUARTO LIMPIEZA",,0,2,0.00000000,0.00000000,0.00000000,8.15000000,2.370,2.370,19.31600000,1,0,1,2,5,1,3,0,0,0,0,0,0,0,6,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.02.160","CRE.1065.","02.160","BAÑOS ",,0,9,0.00000000,0.00000000,0.00000000,34.21000000,2.370,2.370,81.07800000,1,0,1,2,5,10,14,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.170","CRE.1065.","02.170","BAÑO",,0,9,0.00000000,0.00000000,0.00000000,14.53000000,2.370,2.370,34.43600000,1,0,1,2,5,3,4,0,0,0,0,0,0,0,6,3,,,1,1,0,0,0,0,0,0,0,0,0,5,0,,,0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.02.185","CRE.1065.","02.185","DESPACHO",,0,53,0.00000000,0.00000000,0.00000000,10.80000000,2.500,2.500,27.00000000,1,0,1,2,5,1,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,1,0,1,1,1,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.186","CRE.1065.","02.186","DESPACHO",,0,53,0.00000000,0.00000000,0.00000000,10.80000000,2.500,2.500,27.00000000,1,0,1,2,5,1,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,1,0,1,1,1,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.190","CRE.1065.","02.190","AULA_3",,5461,44,0.00000000,0.00000000,0.00000000,63.00000000,2.860,2.860,180.18000000,1,6,3,5,5,12,0,0,0,0,0,0,0,0,6,3,,,1,1,0,0,0,0,0,0,0,0,0,5,20,,,1,0,1,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.02.191","CRE.1065.","02.191","AULA_4",,5462,44,0.00000000,0.00000000,0.00000000,66.83000000,2.860,2.860,191.13400000,1,6,3,5,5,12,0,0,0,0,0,0,0,0,6,3,,,1,1,0,0,0,0,0,0,0,0,0,5,20,,,1,0,1,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.02.192","CRE.1065.","02.192","AULA_5",,5463,44,0.00000000,0.00000000,0.00000000,66.67000000,2.860,2.860,190.67600000,1,6,3,5,5,12,0,0,0,0,0,0,0,0,6,3,,,1,1,0,0,0,0,0,0,0,0,0,5,20,,,0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.02.193","CRE.1065.","02.193","AULA_27",,1926,44,0.00000000,0.00000000,0.00000000,65.98000000,2.860,2.860,188.70300000,1,6,3,5,5,12,0,0,0,0,0,0,0,0,6,3,,,1,1,0,0,0,0,0,0,0,0,0,5,20,,,0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.02.200","CRE.1065.","02.200","SALON DE ACTOS",,1108,57,0.00000000,0.00000000,0.00000000,612.00000000,7.900,6.633,4059.39600000,1,0,1,2,5,90,0,0,0,0,0,0,0,0,6,2,,,0,1,0,0,0,0,0,0,0,0,0,1,545,,,0,0,0,0,1,2,2,0,0,1,0,1,0,0
"CRE.1065.02.203","CRE.1065.","02.203","ANFITEATRO B",,0,57,0.00000000,0.00000000,0.00000000,131.00000000,4.700,3.800,497.80000000,1,3,3,1,5,13,0,0,0,0,0,0,0,0,6,2,,,1,1,0,0,0,0,0,0,0,0,0,1,83,,,1,0,1,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.02.208","CRE.1065.","02.208","ANFITEATRO A",,0,57,0.00000000,0.00000000,0.00000000,131.00000000,4.700,3.800,497.80000000,1,3,3,6,5,13,0,0,0,0,0,0,0,0,6,2,,,1,1,0,0,0,0,0,0,0,0,0,1,83,,,1,0,1,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.02.220","CRE.1065.","02.220","CUARTO LIMPIEZA ",,0,36,0.00000000,0.00000000,0.00000000,6.30000000,2.500,2.500,15.75000000,1,1,3,1,5,1,3,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.230","CRE.1065.","02.230","C4-2-1",,0,7,0.00000000,0.00000000,0.00000000,12.62000000,2.500,2.500,31.55000000,1,3,1,1,8,3,8,0,0,0,0,0,0,0,3,2,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.02.240","CRE.1065.","02.240","PASILLO",,0,53,0.00000000,0.00000000,0.00000000,22.71000000,4.500,3.535,80.28000000,1,0,1,5,5,1,0,0,0,0,0,0,0,0,6,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,1,0,1,0,0,2,0,0,1,0,0,0,0
"CRE.1065.02.250","CRE.1065.","02.250","PASILLO",,1674,31,0.00000000,0.00000000,0.00000000,22.45000000,4.570,3.580,80.37100000,1,3,3,7,5,1,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.260","CRE.1065.","02.260","DESPACHOS C2 2 28",,1804,26,0.00000000,0.00000000,0.00000000,24.00000000,7.000,5.000,120.00000000,1,1,3,5,5,2,0,0,0,0,0,0,0,0,3,3,,,0,0,0,0,0,0,0,3,1,0,1,1,2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.270","CRE.1065.","02.270","C2 3 27",,1678,45,0.00000000,0.00000000,0.00000000,22.37000000,3.910,3.245,72.59100000,1,1,3,5,5,2,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,12,0,0,5,0,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.280","CRE.1065.","02.280","DESPACHOS C2 2 26",,1966,55,0.00000000,0.00000000,0.00000000,44.00000000,3.600,3.600,158.40000000,1,4,3,5,4,8,0,0,0,0,0,0,0,0,3,3,,,0,1,0,1,0,0,0,3,1,0,1,1,16,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.02.290","CRE.1065.","02.290","LABORATORIO",,1677,26,0.00000000,0.00000000,0.00000000,90.00000000,2.500,2.500,225.00000000,1,6,3,7,5,14,0,0,0,0,0,0,0,0,1,4,,,0,0,0,0,0,0,0,0,16,0,0,1,16,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.02.310","CRE.1065.","02.310","LABORATORIO",,1677,31,0.00000000,0.00000000,0.00000000,45.50000000,2.500,2.500,113.75000000,1,6,3,7,5,4,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,10,0,0,1,10,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.02.320","CRE.1065.","02.320","C2 3 22",,0,31,0.00000000,0.00000000,0.00000000,5.81000000,2.600,2.600,15.10600000,1,0,1,2,5,1,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.330","CRE.1065.","02.330","C2 3 23",,1676,31,0.00000000,0.00000000,0.00000000,34.08000000,3.910,3.245,110.59000000,1,0,1,2,5,3,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.335","CRE.1065.","02.335","DESPACHOS C2 3 10",,1675,31,0.00000000,0.00000000,0.00000000,20.00000000,2.600,2.600,52.00000000,1,0,1,2,4,3,0,0,0,0,0,0,0,0,3,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,0,1,0,1,1,2,0,0,1,0,1,0,0
"CRE.1065.02.340","CRE.1065.","02.340","C2 2 3",,1712,31,0.00000000,0.00000000,0.00000000,17.74000000,2.500,2.500,44.35000000,1,0,1,2,5,2,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,5,0,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.350","CRE.1065.","02.350","DESPACHOS  C2 2 19",,1778,53,0.00000000,0.00000000,0.00000000,22.00000000,2.500,2.500,55.00000000,1,3,3,7,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,1,0,1,5,4,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.360","CRE.1065.","02.360","DESPACHOS  C2 2 17",,4222,53,0.00000000,0.00000000,0.00000000,22.00000000,2.500,2.500,55.00000000,1,3,3,7,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,1,0,1,1,4,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.370","CRE.1065.","02.370","LABORATORIO RUIDO Y VIBRACIONES",,3980,31,0.00000000,0.00000000,0.00000000,22.61000000,2.580,2.580,58.33400000,1,3,1,7,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,1,4,0,1,1,3,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.02.380","CRE.1065.","02.380","C2 2 15",,1945,17,0.00000000,0.00000000,0.00000000,22.36000000,2.500,2.500,55.90000000,1,3,3,7,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,1,0,0,0,1,2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.390","CRE.1065.","02.390","DESPACHO - C2-2-14",,4219,17,0.00000000,0.00000000,0.00000000,22.37000000,2.580,2.580,57.71500000,1,3,1,7,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,2,0,0,1,1,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.02.400","CRE.1065.","02.400","DESPACHOS  C2 2 13",,2057,53,0.00000000,0.00000000,0.00000000,22.00000000,2.500,2.500,55.00000000,1,3,3,7,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,1,1,0,1,3,1,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.410","CRE.1065.","02.410","DESPACHO - C2-2-12",,1780,17,0.00000000,0.00000000,0.00000000,22.18000000,2.580,2.580,57.22400000,1,3,1,7,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,2,0,0,1,1,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.420","CRE.1065.","02.420","C2 2 11",,1779,17,0.00000000,0.00000000,0.00000000,22.63000000,2.500,2.500,56.57500000,1,3,3,7,5,2,0,0,0,0,0,0,0,0,1,4,,,0,0,0,0,0,0,0,0,3,0,2,1,1,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.430","CRE.1065.","02.430","DESPACHOS  C2 2 10",,1946,53,0.00000000,0.00000000,0.00000000,22.00000000,2.500,2.500,55.00000000,1,3,3,7,5,2,0,0,0,0,0,0,0,0,1,4,,,0,0,0,0,0,0,0,1,1,0,1,5,1,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.02.440","CRE.1065.","02.440","C2 2 8",,1714,55,0.00000000,0.00000000,0.00000000,98.21000000,7.300,5.400,530.33400000,1,4,3,5,5,7,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,0,0,5,48,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.441","CRE.1065.","02.441","LABORATORIO",,8318,53,0.00000000,0.00000000,0.00000000,31.00000000,7.300,5.400,167.40000000,1,0,1,5,5,3,0,0,0,0,0,0,0,0,6,3,,,0,0,0,0,0,0,0,1,1,0,0,1,1,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.02.442","CRE.1065.","02.442","C2 2 8 BIS",,8315,55,0.00000000,0.00000000,0.00000000,16.00000000,7.300,5.400,86.40000000,1,4,3,5,5,3,1,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,0,0,5,2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.450","CRE.1065.","02.450","  C2 2 6",,0,55,0.00000000,0.00000000,0.00000000,85.00000000,3.500,3.500,297.50000000,1,8,3,7,5,20,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,14,0,0,3,28,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.02.460","CRE.1065.","02.460","C2 2 5",,0,55,0.00000000,0.00000000,0.00000000,55.38000000,7.300,5.400,299.05200000,1,0,1,2,5,10,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,3,14,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.02.465","CRE.1065.","02.465","C2 2 4",,1711,31,0.00000000,0.00000000,0.00000000,34.81000000,2.500,2.500,87.02500000,1,0,1,2,5,20,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,5,0,,,0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.02.470","CRE.1065.","02.470","C4 2 1",,0,7,0.00000000,0.00000000,0.00000000,19.56000000,2.500,2.500,48.90000000,1,4,3,6,5,5,12,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.02.480","CRE.1065.","02.480","C4 2 27",,0,9,0.00000000,0.00000000,0.00000000,19.56000000,2.500,2.500,48.90000000,1,4,3,6,5,5,7,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.02.490","CRE.1065.","02.490","PASILLO ",,0,31,0.00000000,0.00000000,0.00000000,30.00000000,2.500,2.500,75.00000000,1,0,1,2,5,3,0,0,0,0,0,0,0,0,1,2,,,0,0,0,0,0,0,1,0,0,0,0,1,0,,,0,1,0,1,1,1,2,0,0,1,0,1,0,0
